"id","suburb","street_code","postal_code","city","province","created_at","updated_at"
"2211","CIVIC PARK","6506","0","MOSSEL BAY","Western Cape","2021-05-18 04:33:44","2021-05-18 04:33:44"
"2212","CLAIREWOOD","7100","0","EERSTE RIVER","Western Cape","2021-05-18 04:33:44","2021-05-18 04:33:44"
"2213","CLAIRWOOD","4052","0","DURBAN","Kwazulu Natal","2021-05-18 04:33:44","2021-05-18 04:33:44"
"2214","CLAM HILL","7500","0","PAROW","Western Cape","2021-05-18 04:33:44","2021-05-18 04:33:44"
"2215","CLANOR","0","1351","SKUKUZA","Mpumalanga","2021-05-18 04:33:44","2021-05-18 04:33:44"
"2216","CLANSTHAL","0","4170","UMKOMAAS","Kwazulu Natal","2021-05-18 04:33:44","2021-05-18 04:33:44"
"2217","CLANVILLE","0","5436","DORDRECHT","Eastern Cape","2021-05-18 04:33:44","2021-05-18 04:33:44"
"2218","CLANWILLIAM","8135","8135","CLANWILLIAM","Western Cape","2021-05-18 04:33:45","2021-05-18 04:33:45"
"2219","CLARE ESTATE","4091","4138","DORMERTON","Kwazulu Natal","2021-05-18 04:33:45","2021-05-18 04:33:45"
"2220","CLARE HILLS","4091","0","CLARE HILLS","Kwazulu Natal","2021-05-18 04:33:45","2021-05-18 04:33:45"
"2221","CLARE LANDGOED","4091","4138","DORMERTON","Kwazulu Natal","2021-05-18 04:33:45","2021-05-18 04:33:45"
"2222","CLAREDON","3201","0","PIETERMARITZBURG","Kwazulu Natal","2021-05-18 04:33:45","2021-05-18 04:33:45"
"2223","CLAREINCH","0","7740","CLAREMONT","Western Cape","2021-05-18 04:33:45","2021-05-18 04:33:45"
"2224","CLAREMONT","7708","7735","CAPE TOWN","Western Cape","2021-05-18 04:33:45","2021-05-18 04:33:45"
"2225","CLAREMONT","2092","0","JOHANNESBURG","Gauteng","2021-05-18 04:33:45","2021-05-18 04:33:45"
"2226","CLAREMONT","3201","0","CLAREMONT","Kwazulu Natal","2021-05-18 04:33:45","2021-05-18 04:33:45"
"2227","CLAREMONT","82","0","HERCULES","Gauteng","2021-05-18 04:33:45","2021-05-18 04:33:45"
"2228","CLARENCE MAKWETU","0","9800","PAUL ROUX","Free State","2021-05-18 04:33:45","2021-05-18 04:33:45"
"2229","CLARENDON","3201","0","PIETERMARITZBURG","Kwazulu Natal","2021-05-18 04:33:45","2021-05-18 04:33:45"
"2230","CLARENDON EST","7700","0","MOWBRAY","Western Cape","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2231","CLARENDON LGD","7700","0","MOWBRAY","Western Cape","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2232","CLARENDON MARINE","0","6023","CLARENDON MARINE","Eastern Cape","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2233","CLARENS","9707","9707","CLARENS","Free State","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2234","CLARENSPARK","1609","0","EDENVALE","Gauteng","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2235","CLARIDGE","0","3215","PIETERMARITZBURG","Kwazulu Natal","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2236","CLARINA","182","118","KARENPARK","Gauteng","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2237","CLARINA EXT 3","182","118","KARENPARK","Gauteng","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2238","CLARINA EXT 3","182","118","KARENPARK","Gauteng","2021-05-18 04:33:46","2021-05-18 04:50:56"
"2239","CLARKEBURY","5024","5024","CLARKEBURY","Eastern Cape","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2240","CLARKES EST","7490","0","MATROOSFONTEIN","Western Cape","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2241","CLARKES LGD","7490","0","MATROOSFONTEIN","Western Cape","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2242","CLARKSON","0","6302","HUMANSDORP","Eastern Cape","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2243","CLAUDIUS","37","0","LAUDIUM","Gauteng","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2244","CLAYFIELD","4068","4156","PHOENIX","Kwazulu Natal","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2245","CLAYFIELD FASE 1","0","4156","PHOENIX","Kwazulu Natal","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2246","CLAYFIELD FASE 4","0","4156","PHOENIX","Kwazulu Natal","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2247","CLAYFIELD PHASE 1","0","4156","PHOENIX","Kwazulu Natal","2021-05-18 04:33:46","2021-05-18 04:33:46"
"2248","CLAYFIELD PHASE 4","0","4156","PHOENIX","Kwazulu Natal","2021-05-18 04:33:47","2021-05-18 04:33:47"
"2249","CLAYVILLE","1666","0","OLIFANTSFONTEIN","Gauteng","2021-05-18 04:33:47","2021-05-18 04:33:47"
"2250","CLAYVILLE EAST","1666","0","OLIFANTSFONTEIN","Gauteng","2021-05-18 04:33:47","2021-05-18 04:33:47"
"2251","CLAYVILLE EXT 13","1666","0","OLIFANTSFONTEIN","Gauteng","2021-05-18 04:33:47","2021-05-18 04:33:47"
"2252","CLAYVILLE EXT 26","1666","0","OLIFANTSFONTEIN","Gauteng","2021-05-18 04:33:47","2021-05-18 04:33:47"
"2253","CLAYVILLE EXT 7","1666","0","OLIFANTSFONTEIN","Gauteng","2021-05-18 04:33:47","2021-05-18 04:33:47"
"2254","CLAYVILLE EXT 8","1666","0","OLIFANTSFONTEIN","Gauteng","2021-05-18 04:33:47","2021-05-18 04:33:47"
"2255","CLAYVILLE EXT 9","1666","0","OLIFANTSFONTEIN","Gauteng","2021-05-18 04:33:47","2021-05-18 04:33:47"
"2256","CLAYVILLE INDUSTRIAL","1666","0","OLIFANTSFONTEIN","Gauteng","2021-05-18 04:33:47","2021-05-18 04:33:47"
"2257","CLAYVILLE EXT 13","1666","0","OLIFANTSFONTEIN","Gauteng","2021-05-18 04:33:47","2021-05-18 04:50:56"
"2258","CLAYVILLE EXT 26","1666","0","OLIFANTSFONTEIN","Gauteng","2021-05-18 04:33:48","2021-05-18 04:50:56"
"2259","CLAYVILLE EXT 7","1666","0","OLIFANTSFONTEIN","Gauteng","2021-05-18 04:33:48","2021-05-18 04:50:56"
"2260","CLAYVILLE EXT 8","1666","0","OLIFANTSFONTEIN","Gauteng","2021-05-18 04:33:48","2021-05-18 04:50:56"
"2261","CLAYVILLE EXT 9","1666","0","OLIFANTSFONTEIN","Gauteng","2021-05-18 04:33:48","2021-05-18 04:50:56"
"2262","CLAYVILLE-OOS","1666","0","OLIFANTSFONTEIN","Gauteng","2021-05-18 04:33:48","2021-05-18 04:33:48"
"2263","CLEARHEIGHTS","4037","0","MARBLE RAY","Kwazulu Natal","2021-05-18 04:33:48","2021-05-18 04:33:48"
"2264","CLEARY PARK","6059","6035","PORT ELIZABETH","Eastern Cape","2021-05-18 04:33:48","2021-05-18 04:33:48"
"2265","CLEARY PARK EST","6059","0","PORT ELIZABETH","Eastern Cape","2021-05-18 04:33:48","2021-05-18 04:33:48"
"2266","CLEARY PARK LGD","6059","0","PORT ELIZABETH","Eastern Cape","2021-05-18 04:33:48","2021-05-18 04:33:48"
"2267","CLELAND","3201","0","PIETERMARITZBURG","Kwazulu Natal","2021-05-18 04:33:48","2021-05-18 04:33:48"
"2268","CLERMONT","3610","0","PINETOWN","Kwazulu Natal","2021-05-18 04:33:48","2021-05-18 04:33:48"
"2269","CLERNAVILLE","3610","3602","PINETOWN","Kwazulu Natal","2021-05-18 04:33:48","2021-05-18 04:33:48"
"2270","CLEVEDEN","2094","0","JOHANNESBURG","Gauteng","2021-05-18 04:33:48","2021-05-18 04:33:48"
"2271","CLEVELAND","2094","2022","JOHANNESBURG","Gauteng","2021-05-18 04:33:48","2021-05-18 04:33:48"
"2272","CLEWER","0","1036","WITBANK","Mpumalanga","2021-05-18 04:33:48","2021-05-18 04:33:48"
"2273","CLIFFDALE","0","3700","HAMMARSDALE","Kwazulu Natal","2021-05-18 04:33:48","2021-05-18 04:33:48"
"2274","CLIFFORD","0","9786","BARKLY EAST","Free State","2021-05-18 04:33:48","2021-05-18 04:33:48"
"2275","CLIFTON","8005","0","CAPE TOWN","Western Cape","2021-05-18 04:33:48","2021-05-18 04:33:48"
"2276","CLIFTON PARK","0","4221","HIBBERDENE","Kwazulu Natal","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2277","CLIFTON PARK","5247","0","EAST LONDON","Eastern Cape","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2278","CLIFTON PARK","3610","0","GILLITTS","Kwazulu Natal","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2279","CLOCOLAN","9735","9735","CLOCOLAN","Free State","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2280","CLOETES PARK","0","9992","BETHULIE","Free State","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2281","CLOETESVILLE","7600","7611","STELLENBOSCH","Western Cape","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2282","CLONEEN","0","3080","DANNHAUSER","Kwazulu Natal","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2283","CLOVELLY","7975","0","FISH HOEK","Western Cape","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2284","CLOVERDENE","1513","1513","PUTFONTEIN","Gauteng","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2285","CLUB 2000","8345","0","MANKURWANE","Nothern Cape","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2286","CLUB MYKONOS","7357","0","LANGEBAAN","Western Cape","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2287","CLUB VIEW","5601","0","KING WILLIAM'S TOWN","Eastern Cape","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2288","CLUBVIEW","157","14","CENTURION","Gauteng","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2289","CLUBVIEW","0","9870","WITSIESHOEK","Free State","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2290","CLUBVIEW EAST","157","0","CENTURION","Gauteng","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2291","CLUBVIEW EXT 1","157","0","CENTURION","Gauteng","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2292","CLUBVIEW EXT 10","157","0","CENTURION","Gauteng","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2293","CLUBVIEW EXT 2","157","0","CENTURION","Gauteng","2021-05-18 04:33:49","2021-05-18 04:33:49"
"2294","CLUBVIEW EXT 24","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:33:50"
"2295","CLUBVIEW EXT 27","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:33:50"
"2296","CLUBVIEW EXT 3","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:33:50"
"2297","CLUBVIEW EXT 39","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:33:50"
"2298","CLUBVIEW EXT 4","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:33:50"
"2299","CLUBVIEW EXT 47","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:33:50"
"2300","CLUBVIEW EXT 5","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:33:50"
"2301","CLUBVIEW EXT 51","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:33:50"
"2302","CLUBVIEW EXT 7","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:33:50"
"2303","CLUBVIEW EXT 8","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:33:50"
"2304","CLUBVIEW EXT 1","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:50:56"
"2305","CLUBVIEW EXT 10","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:50:56"
"2306","CLUBVIEW EXT 2","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:50:56"
"2307","CLUBVIEW EXT 24","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:50:56"
"2308","CLUBVIEW EXT 27","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:50:56"
"2309","CLUBVIEW EXT 3","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:50:56"
"2310","CLUBVIEW EXT 39","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:50:56"
"2311","CLUBVIEW EXT 4","157","0","CENTURION","Gauteng","2021-05-18 04:33:50","2021-05-18 04:50:56"
"2312","CLUBVIEW EXT 47","157","0","CENTURION","Gauteng","2021-05-18 04:33:51","2021-05-18 04:50:56"
"2313","CLUBVIEW EXT 5","157","0","CENTURION","Gauteng","2021-05-18 04:33:51","2021-05-18 04:50:56"
"2314","CLUBVIEW EXT 51","157","0","CENTURION","Gauteng","2021-05-18 04:33:51","2021-05-18 04:50:56"
"2315","CLUBVIEW EXT 7","157","0","CENTURION","Gauteng","2021-05-18 04:33:51","2021-05-18 04:50:57"
"2316","CLUBVIEW EXT 8","157","0","CENTURION","Gauteng","2021-05-18 04:33:51","2021-05-18 04:50:57"
"2317","CLUBVIEW WEST","157","0","CENTURION","Gauteng","2021-05-18 04:33:51","2021-05-18 04:33:51"
"2318","CLUBVIEW-OOS","157","0","CENTURION","Gauteng","2021-05-18 04:33:51","2021-05-18 04:33:51"
"2319","CLUBVIEW-WES","157","0","CENTURION","Gauteng","2021-05-18 04:33:51","2021-05-18 04:33:51"
"2320","CLUBVILLE","0","1050","MIDDELBURG","Mpumalanga","2021-05-18 04:33:51","2021-05-18 04:33:51"
"2321","CLYDESDALE","2","0","PRETORIA","Gauteng","2021-05-18 04:33:51","2021-05-18 04:33:51"
"2322","CLYDESDALE","1946","0","KRAGBRON","Gauteng","2021-05-18 04:33:51","2021-05-18 04:33:51"
"2323","CLYNTON","2196","0","JOHANNESBURG","Gauteng","2021-05-18 04:33:51","2021-05-18 04:33:51"
"2324","COALVILLE","0","1033","WITBANK","Mpumalanga","2021-05-18 04:33:51","2021-05-18 04:33:51"
"2325","COBLENTZ","0","772","LETSITELE","Limpopo","2021-05-18 04:33:51","2021-05-18 04:33:51"
"2326","COCKETTS HOPE","6001","6000","PORT ELIZABETH","Eastern Cape","2021-05-18 04:33:51","2021-05-18 04:33:51"
"2327","CODESA 1","9323","0","GA-SEHUNELO","Free State","2021-05-18 04:33:51","2021-05-18 04:33:51"
"2328","CODESA 2","9323","0","GA-SEHUNELO","Free State","2021-05-18 04:33:52","2021-05-18 04:33:52"
"2329","COEGA","0","6100","COEGA","Eastern Cape","2021-05-18 04:33:52","2021-05-18 04:33:52"
"2330","COETZERSDAM","8611","0","VRYBURG","North West Province","2021-05-18 04:33:52","2021-05-18 04:33:52"
"2331","COFFEE BAY","0","5082","MQANDULI","Eastern Cape","2021-05-18 04:33:52","2021-05-18 04:33:52"
"2332","COFFEE FARM","3607","0","COFFEE FARM","Kwazulu Natal","2021-05-18 04:33:52","2021-05-18 04:33:52"
"2333","COFIMVABA","0","5380","COFIMVABA","Eastern Cape","2021-05-18 04:33:52","2021-05-18 04:33:52"
"2334","COGHLAN","5054","5054","ENGCOBO","Eastern Cape","2021-05-18 04:33:52","2021-05-18 04:33:52"
"2335","COKONYANE","0","8608","TAUNG STATION","Free State","2021-05-18 04:33:52","2021-05-18 04:33:52"
"2336","COLBYN","83","0","HATFIELD","Gauteng","2021-05-18 04:33:52","2021-05-18 04:33:52"
"2337","COLCHESTER","6001","6175","PORT ELIZABETH","Eastern Cape","2021-05-18 04:33:52","2021-05-18 04:33:52"
"2338","COLDSTREAM","0","6311","HUMANSDORP","Eastern Cape","2021-05-18 04:33:52","2021-05-18 04:33:52"
"2339","COLENSO","3360","3360","COLENSO","Kwazulu Natal","2021-05-18 04:33:52","2021-05-18 04:33:52"
"2340","COLESBERG","9795","9795","COLESBERG","Nothern Cape","2021-05-18 04:33:52","2021-05-18 04:33:52"
"2341","COLESKEPLAAS","0","6454","WILLOWMORE","Eastern Cape","2021-05-18 04:33:52","2021-05-18 04:33:52"
"2342","COLIGNY","2725","2725","COLIGNY","North West Province","2021-05-18 04:33:52","2021-05-18 04:33:52"
"2343","COLIGNY EXT 3","2725","0","COLIGNY","North West Province","2021-05-18 04:33:53","2021-05-18 04:33:53"
"2344","COLIGNY EXT 6","2725","0","COLIGNY","North West Province","2021-05-18 04:33:53","2021-05-18 04:33:53"
"2345","COLIGNY EXT 3","2725","0","COLIGNY","North West Province","2021-05-18 04:33:53","2021-05-18 04:50:57"
"2346","COLIGNY EXT 6","2725","0","COLIGNY","North West Province","2021-05-18 04:33:53","2021-05-18 04:50:57"
"2347","COLIN STREET","0","4270","UVONGO","Kwazulu Natal","2021-05-18 04:33:53","2021-05-18 04:33:53"
"2348","COLITA","3310","0","COLITA","Kwazulu Natal","2021-05-18 04:33:53","2021-05-18 04:33:53"
"2349","COLLEEN GLEN","0","6018","PORT ELIZABETH","Eastern Cape","2021-05-18 04:33:53","2021-05-18 04:33:53"
"2350","COLLEGE HILL","6229","0","UITENHAGE","Eastern Cape","2021-05-18 04:33:53","2021-05-18 04:33:53"
"2351","COLLERVILLE","2571","0","KLERKSDORP","North West Province","2021-05-18 04:33:53","2021-05-18 04:33:53"
"2352","COLLIERY","0","2302","COLLIERY","Mpumalanga","2021-05-18 04:33:53","2021-05-18 04:33:53"
"2353","COLLINS TUCK SHOP","0","4142","CHATSWORTH","Kwazulu Natal","2021-05-18 04:33:53","2021-05-18 04:33:53"
"2354","COLLIS ROAD","0","4276","MANABA BEACH","Kwazulu Natal","2021-05-18 04:33:54","2021-05-18 04:33:54"
"2355","COLLONDALE","5201","0","EAST LONDON","Eastern Cape","2021-05-18 04:33:54","2021-05-18 04:33:54"
"2356","COLORADO PARK","7785","0","MITCHELLS PLAIN","Western Cape","2021-05-18 04:33:54","2021-05-18 04:33:54"
"2357","COLOSA","0","5000","IDUTYWA","Eastern Cape","2021-05-18 04:33:54","2021-05-18 04:33:54"
"2358","COLRIDGE","8601","0","VRYBURG","North West Province","2021-05-18 04:33:54","2021-05-18 04:33:54"
"2359","COLRIDGE EAST","6625","0","OUDTSHOORN","Western Cape","2021-05-18 04:33:54","2021-05-18 04:33:54"
"2360","COLRIDGE EXTSIG","6625","0","OUDTSHOORN","Western Cape","2021-05-18 04:33:54","2021-05-18 04:50:57"
"2361","COLRIDGE VIEW","6625","0","OUDTSHOORN","Western Cape","2021-05-18 04:33:54","2021-05-18 04:33:54"
"2362","COLRIDGE-OOS","6625","0","OUDTSHOORN","Western Cape","2021-05-18 04:33:54","2021-05-18 04:33:54"
"2363","COLVILLE","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:33:54","2021-05-18 04:33:54"
"2364","COLVILLE EXT","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:33:54","2021-05-18 04:33:54"
"2365","COLVILLE EXT 16","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:33:54","2021-05-18 04:33:54"
"2366","COLVILLE EXT","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:33:54","2021-05-18 04:50:57"
"2367","COLVILLE EXT 16","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:33:54","2021-05-18 04:50:57"
"2368","COMET","1459","0","BOKSBURG","Gauteng","2021-05-18 04:33:54","2021-05-18 04:33:54"
"2369","COMMERCIA","1682","0","MIDRAND","Gauteng","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2370","COMMERCIA EXT 34","1685","0","COMMERCIA EXT 34","Gauteng","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2371","COMMERCIA EXT 34","1685","0","COMMERCIA UIT 34","Gauteng","2021-05-18 04:33:55","2021-05-18 04:50:57"
"2372","COMMONDALE","0","2385","PIET RETIEF","Mpumalanga","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2373","COMMUNITY","9301","0","BLOEMFONTEIN","Free State","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2374","COMPENSATIONS","0","4390","COMPENSATIONS","Kwazulu Natal","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2375","COMPETITION MAIL","0","8017","CAPE TOWN","Western Cape","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2376","COMPTONVILLE","2091","2064","JOHANNESBURG","Gauteng","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2377","CONCERN","0","8","CONCERN","Gauteng","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2378","CONCORDIA","0","8271","OKIEP","Nothern Cape","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2379","CONDOR PARK","7100","0","EERSTE RIVER","Western Cape","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2380","CONERA","9430","9431","VIRGINIA","Free State","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2381","CONGELLA","4001","4013","DURBAN","Kwazulu Natal","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2382","CONGO","4309","4310","INANDA","Kwazulu Natal","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2383","CONISTON","4339","0","VERULAM","Kwazulu Natal","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2384","CONISTON PARK","7945","0","STEENBERG","Western Cape","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2385","CONNAUGHT EST","7490","0","MATROOSFONTEIN","Western Cape","2021-05-18 04:33:55","2021-05-18 04:33:55"
"2386","CONNAUGHT LGD","7490","0","MATROOSFONTEIN","Western Cape","2021-05-18 04:33:56","2021-05-18 04:33:56"
"2387","CONSOLIDATED MAIN REEF","1709","0","FLORIDA","Gauteng","2021-05-18 04:33:56","2021-05-18 04:33:56"
"2388","CONSORT PARK","7945","0","RETREAT","Western Cape","2021-05-18 04:33:56","2021-05-18 04:33:56"
"2389","CONSTANTIA","7806","7848","CAPE TOWN","Western Cape","2021-05-18 04:33:56","2021-05-18 04:33:56"
"2390","CONSTANTIA","9499","0","KROONSTAD","Free State","2021-05-18 04:33:56","2021-05-18 04:33:56"
"2391","CONSTANTIA","5247","0","EAST LONDON","Eastern Cape","2021-05-18 04:33:56","2021-05-18 04:33:56"
"2392","CONSTANTIA DALE","7100","0","EERSTE RIVER","Western Cape","2021-05-18 04:33:56","2021-05-18 04:33:56"
"2393","CONSTANTIA HILL EST","7806","0","CONSTANTIA","Western Cape","2021-05-18 04:33:56","2021-05-18 04:33:56"
"2394","CONSTANTIA HILL LGD","7806","0","CONSTANTIA","Western Cape","2021-05-18 04:33:56","2021-05-18 04:33:56"
"2395","CONSTANTIA KLOOF","1709","0","FLORIDA","Gauteng","2021-05-18 04:33:57","2021-05-18 04:33:57"
"2396","CONSTANTIA KLOOF EXT 1","1709","0","FLORIDA","Gauteng","2021-05-18 04:33:57","2021-05-18 04:33:57"
"2397","CONSTANTIA KLOOF EXT 10","1709","0","FLORIDA","Gauteng","2021-05-18 04:33:57","2021-05-18 04:33:57"
"2398","CONSTANTIA KLOOF EXT 12","1709","0","FLORIDA","Gauteng","2021-05-18 04:33:57","2021-05-18 04:33:57"
"2399","CONSTANTIA KLOOF EXT 3","1709","0","FLORIDA","Gauteng","2021-05-18 04:33:57","2021-05-18 04:33:57"
"2400","CONSTANTIA KLOOF EXT 7","1709","0","FLORIDA","Gauteng","2021-05-18 04:33:57","2021-05-18 04:33:57"
"2401","CONSTANTIA KLOOF EXT 8","1709","0","FLORIDA","Gauteng","2021-05-18 04:33:57","2021-05-18 04:33:57"
"2402","CONSTANTIA KLOOF EXT 1","1709","0","FLORIDA","Gauteng","2021-05-18 04:33:57","2021-05-18 04:50:57"
"2403","CONSTANTIA KLOOF EXT 10","1709","0","FLORIDA","Gauteng","2021-05-18 04:33:57","2021-05-18 04:50:57"
"2404","CONSTANTIA KLOOF EXT 12","1709","0","FLORIDA","Gauteng","2021-05-18 04:33:57","2021-05-18 04:50:57"
"2405","CONSTANTIA KLOOF EXT 3","1709","0","FLORIDA","Gauteng","2021-05-18 04:33:57","2021-05-18 04:50:57"
"2406","CONSTANTIA KLOOF EXT 7","1709","0","FLORIDA","Gauteng","2021-05-18 04:33:58","2021-05-18 04:50:57"
"2407","CONSTANTIA KLOOF EXT 8","1709","0","FLORIDA","Gauteng","2021-05-18 04:33:58","2021-05-18 04:50:58"
"2408","CONSTANTIA MEADOWS","7800","0","PLUMSTEAD","Western Cape","2021-05-18 04:33:58","2021-05-18 04:33:58"
"2409","CONSTANTIA NECK","7806","0","CONSTANTIA","Western Cape","2021-05-18 04:33:58","2021-05-18 04:33:58"
"2410","CONSTANTIA NEK","7806","0","CONSTANTIA","Western Cape","2021-05-18 04:33:58","2021-05-18 04:33:58"
"2411","CONSTANTIA PARK","181","10","GLENSTANTIA","Gauteng","2021-05-18 04:33:58","2021-05-18 04:33:58"
"2412","CONSTANTIA PARK","7100","0","EERSTE RIVER","Western Cape","2021-05-18 04:33:58","2021-05-18 04:33:58"
"2413","CONSTANTIAPARK","9499","0","KROONSTAD","Free State","2021-05-18 04:33:58","2021-05-18 04:33:58"
"2414","CONSTANTIAVALE","7806","0","CONSTANTIA","Western Cape","2021-05-18 04:33:58","2021-05-18 04:33:58"
"2415","CONVENT GARDEN","6529","0","GEORGE","Western Cape","2021-05-18 04:33:58","2021-05-18 04:33:58"
"2416","CONVILLE","6529","0","GEORGE","Western Cape","2021-05-18 04:33:58","2021-05-18 04:33:58"
"2417","COOKHOUSE","5820","5820","COOKHOUSE","Eastern Cape","2021-05-18 04:33:58","2021-05-18 04:33:58"
"2418","COOPERS","0","3000","DUNDEE","Kwazulu Natal","2021-05-18 04:33:58","2021-05-18 04:33:58"
"2419","COOPERS PARK","0","824","POLOKWANE","Limpopo","2021-05-18 04:33:58","2021-05-18 04:33:58"
"2420","COOPERSDRIFT","0","5400","TSOMO","Eastern Cape","2021-05-18 04:33:58","2021-05-18 04:33:58"
"2421","COPESVILLE","3201","3254","PIETERMARITZBURG","Kwazulu Natal","2021-05-18 04:33:58","2021-05-18 04:33:58"
"2422","COPESVILLE MCP","0","3204","PIETERMARITZBURG","Kwazulu Natal","2021-05-18 04:33:58","2021-05-18 04:33:58"
"2423","COR DELFOS","0","16","PRETORIA","Gauteng","2021-05-18 04:33:59","2021-05-18 04:33:59"
"2424","CORDOBA GARDENS","4339","0","VERULAM","Kwazulu Natal","2021-05-18 04:33:59","2021-05-18 04:33:59"
"2425","CORK","0","1246","MKHUHLU","Mpumalanga","2021-05-18 04:33:59","2021-05-18 04:33:59"
"2426","CORLETT GARDENS","2090","0","JOHANNESBURG","Gauteng","2021-05-18 04:33:59","2021-05-18 04:33:59"
"2427","CORLETT GARDENS EXT 1","2090","0","JOHANNESBURG","Gauteng","2021-05-18 04:33:59","2021-05-18 04:33:59"
"2428","CORLETT GARDENS EXT 3","2090","0","JOHANNESBURG","Gauteng","2021-05-18 04:33:59","2021-05-18 04:33:59"
"2429","CORLETT GARDENS EXT 1","2090","0","JOHANNESBURG","Gauteng","2021-05-18 04:33:59","2021-05-18 04:50:58"
"2430","CORLETT GARDENS EXT 3","2090","0","JOHANNESBURG","Gauteng","2021-05-18 04:33:59","2021-05-18 04:50:58"
"2431","CORMAC PARK","7580","0","KUILSRIVIER","Western Cape","2021-05-18 04:33:59","2021-05-18 04:33:59"
"2432","CORNELIA","0","9850","VREDE","Free State","2021-05-18 04:33:59","2021-05-18 04:33:59"
"2433","CORNUTA","7945","0","TOKAI","Western Cape","2021-05-18 04:33:59","2021-05-18 04:33:59"
"2434","CORNWALL HILL","157","178","CORNWALL HILL","Gauteng","2021-05-18 04:33:59","2021-05-18 04:33:59"
"2435","CORONATION","0","3107","VRYHEID","Kwazulu Natal","2021-05-18 04:33:59","2021-05-18 04:33:59"
