"id","suburb","street_code","postal_code","city","province","created_at","updated_at"
"12489","RIVIERA","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:45:30","2021-05-18 04:45:30"
"12490","RIVIERA","84","0","PRETORIA","Gauteng","2021-05-18 04:45:30","2021-05-18 04:45:30"
"12491","RIVIERA","2193","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:30","2021-05-18 04:45:30"
"12492","RIVIERA PARK","2745","0","MAFIKENG","North West Province","2021-05-18 04:45:30","2021-05-18 04:45:30"
"12493","RIVIERSONDEREND","7250","7250","CALEDON","Western Cape","2021-05-18 04:45:31","2021-05-18 04:45:31"
"12494","RIVONIA","2191","2128","JOHANNESBURG","Gauteng","2021-05-18 04:45:31","2021-05-18 04:45:31"
"12495","RIVONIA","2499","0","CARLETONVILLE","Gauteng","2021-05-18 04:45:31","2021-05-18 04:45:31"
"12496","RIVONIA EXT 1","2191","2128","JOHANNESBURG","Gauteng","2021-05-18 04:45:31","2021-05-18 04:45:31"
"12497","RIVONIA EXT 15","2191","2128","RIVONIA","Gauteng","2021-05-18 04:45:31","2021-05-18 04:45:31"
"12498","RIVONIA EXT 1","2191","2128","JOHANNESBURG","Gauteng","2021-05-18 04:45:31","2021-05-18 04:52:55"
"12499","RIVONIA EXT 15","2191","2128","RIVONIA","Gauteng","2021-05-18 04:45:31","2021-05-18 04:52:55"
"12500","RIYADH","4339","0","VERULAM","Kwazulu Natal","2021-05-18 04:45:31","2021-05-18 04:45:31"
"12501","ROADSIDE","5601","0","KING WILLIAM'S TOWN","Eastern Cape","2021-05-18 04:45:31","2021-05-18 04:45:31"
"12502","ROBBEN ISLAND","0","7400","CAPE TOWN","Western Cape","2021-05-18 04:45:31","2021-05-18 04:45:31"
"12503","ROBBENEILAND","0","7400","CAPE TOWN","Western Cape","2021-05-18 04:45:31","2021-05-18 04:45:31"
"12504","ROBERTSHAM","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:31","2021-05-18 04:45:31"
"12505","ROBERTSHAM EXT 1","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:31","2021-05-18 04:45:31"
"12506","ROBERTSHAM EXT 2","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:31","2021-05-18 04:45:31"
"12507","ROBERTSHAM EXT 1","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:32","2021-05-18 04:52:55"
"12508","ROBERTSHAM EXT 2","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:32","2021-05-18 04:52:55"
"12509","ROBERTSON","6705","6705","ROBERTSON","Western Cape","2021-05-18 04:45:32","2021-05-18 04:45:32"
"12510","ROBERTSON EXT 15","6705","0","ROBERTSON","Western Cape","2021-05-18 04:45:32","2021-05-18 04:45:32"
"12511","ROBERTSON NORTH","6705","6705","ROBERTSON","Western Cape","2021-05-18 04:45:32","2021-05-18 04:45:32"
"12512","ROBERTSON EXT 15","6705","0","ROBERTSON","Western Cape","2021-05-18 04:45:32","2021-05-18 04:52:55"
"12513","ROBERTSON-NOORD","6705","6705","ROBERTSON","Western Cape","2021-05-18 04:45:32","2021-05-18 04:45:32"
"12514","ROBERTVILLE","1709","0","FLORIDA","Gauteng","2021-05-18 04:45:33","2021-05-18 04:45:33"
"12515","ROBERTVILLE EXT 3","1709","0","FLORIDA","Gauteng","2021-05-18 04:45:33","2021-05-18 04:45:33"
"12516","ROBERTVILLE EXT 3","1709","0","FLORIDA","Gauteng","2021-05-18 04:45:33","2021-05-18 04:52:55"
"12517","ROBIN ACRES","2194","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:33","2021-05-18 04:45:33"
"12518","ROBIN HILLS","2194","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:33","2021-05-18 04:45:33"
"12519","ROBINDALE","2194","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:33","2021-05-18 04:45:33"
"12520","ROBINDALE EXT 1","2194","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:33","2021-05-18 04:45:33"
"12521","ROBINDALE EXT 2","2194","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:33","2021-05-18 04:45:33"
"12522","ROBINDALE EXT 3","2194","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:33","2021-05-18 04:45:33"
"12523","ROBINDALE EXT 4","2194","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:33","2021-05-18 04:45:33"
"12524","ROBINDALE EXT 1","2194","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:33","2021-05-18 04:52:55"
"12525","ROBINDALE EXT 2","2194","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:33","2021-05-18 04:52:55"
"12526","ROBINDALE EXT 3","2194","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:33","2021-05-18 04:52:55"
"12527","ROBINDALE EXT 4","2194","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:33","2021-05-18 04:52:55"
"12528","ROBINPARK","1759","0","RANDFONTEIN","Gauteng","2021-05-18 04:45:33","2021-05-18 04:45:33"
"12529","ROBINVALE","7349","0","ATLANTIS","Western Cape","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12530","ROBINVILLE","5435","0","DORDRECHT","Eastern Cape","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12531","ROBSONVALE","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12532","ROCHDALE PARK","0","4034","DURBAN","Kwazulu Natal","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12533","ROCKERIES","0","5170","TSOLO","Eastern Cape","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12534","ROCKESCLIFF","0","2920","WASBANK","Kwazulu Natal","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12535","ROCKFORD","4068","0","PHOENIX","Kwazulu Natal","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12536","ROCKLANDS","9323","9309","KAGISANONG","Free State","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12537","ROCKLANDS","7798","0","STRANDFONTEIN","Western Cape","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12538","ROCKVILLE","0","407","TEMBA","North West Province","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12539","ROCKVILLE","1550","0","TSAKANE","Gauteng","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12540","ROCKVILLE","1055","0","MIDDELBURG","Mpumalanga","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12541","ROCKVILLE","1818","0","TSHIAWELO","Gauteng","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12542","ROCKVILLE","1475","0","RUSLOO","Gauteng","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12543","ROCKVILLE EXT","1475","0","RUSLOO","Gauteng","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12544","ROCKVILLE EXT 2","1475","0","RUSLOO","Gauteng","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12545","ROCKVILLE EXT 8","1475","0","RUSLOO","Gauteng","2021-05-18 04:45:34","2021-05-18 04:45:34"
"12546","ROCKVILLE EXT","1475","0","RUSLOO","Gauteng","2021-05-18 04:45:34","2021-05-18 04:52:55"
"12547","ROCKVILLE EXT 2","1475","0","RUSLOO","Gauteng","2021-05-18 04:45:35","2021-05-18 04:52:55"
"12548","ROCKVILLE EXT 8","1475","0","RUSLOO","Gauteng","2021-05-18 04:45:35","2021-05-18 04:52:55"
"12549","ROCKY HILL","6625","0","OUDTSHOORN","Western Cape","2021-05-18 04:45:35","2021-05-18 04:45:35"
"12550","ROCKY PARK","4449","4449","STANGER","Kwazulu Natal","2021-05-18 04:45:35","2021-05-18 04:45:35"
"12551","ROCKY SLOPES","0","5090","MOUNT FRERE","Eastern Cape","2021-05-18 04:45:35","2021-05-18 04:45:35"
"12552","ROCKY VALLEY","0","4810","FLAGSTAFF","Eastern Cape","2021-05-18 04:45:35","2021-05-18 04:45:35"
"12553","RODANA","0","5410","LADY FRERE","Eastern Cape","2021-05-18 04:45:35","2021-05-18 04:45:35"
"12554","RODE","0","5087","MOUNT FRERE","Eastern Cape","2021-05-18 04:45:35","2021-05-18 04:45:35"
"12555","RODENBECK","0","9328","KAGISANONG","Free State","2021-05-18 04:45:35","2021-05-18 04:45:35"
"12556","RODEWAL","6850","0","WORCESTER","Western Cape","2021-05-18 04:45:35","2021-05-18 04:45:35"
"12557","ROEDTAN","0","580","NABOOMSPRUIT","Limpopo","2021-05-18 04:45:35","2021-05-18 04:45:35"
"12558","ROGGE BAY","0","8012","CAPE TOWN","Western Cape","2021-05-18 04:45:35","2021-05-18 04:45:35"
"12559","ROGGEBAAI","0","8012","CAPE TOWN","Western Cape","2021-05-18 04:45:35","2021-05-18 04:45:35"
"12560","ROKA MASHABELA","0","1131","DRIEKOP","Mpumalanga","2021-05-18 04:45:35","2021-05-18 04:45:35"
"12561","ROLLE","0","1223","NELSPRUIT","Mpumalanga","2021-05-18 04:45:35","2021-05-18 04:45:35"
"12562","ROLLING HILLS","4319","0","ROLLING HILLS","Kwazulu Natal","2021-05-18 04:45:35","2021-05-18 04:45:35"
"12563","ROLWENI","0","4752","MAGADLA","Eastern Cape","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12564","ROMANSLAAGTE","0","5364","WHITTLESEA","Eastern Cape","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12565","ROME GLEN","7130","0","SOMERSET WEST","Western Cape","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12566","RONDEBOSCH","7700","7701","RONDEBOSCH","Western Cape","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12567","RONDEBOSCH EAST","7780","0","LANSDOWNE","Western Cape","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12568","RONDEBOSCH-OOS","7780","0","LANSDOWNE","Western Cape","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12569","RONDEBULT","1434","1423","GERMISTON","Gauteng","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12570","RONDEVLEI","0","6541","GEORGE","Western Cape","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12571","RONDEVLEI PARK","7785","0","MITCHELLS PLEIN","Western Cape","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12572","RONTREE EST","8005","0","CAPE TOWN","Western Cape","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12573","RONTREE LGD","8005","0","CAPE TOWN","Western Cape","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12574","ROODEBERG","7646","0","PAARL","Western Cape","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12575","ROODEBULT","1401","0","GERMISTON","Gauteng","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12576","ROODEKOP","1401","0","GERMISTON","Gauteng","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12577","ROODEKOP EXT 21","1434","1430","GERMISTON","Gauteng","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12578","ROODEKOP EXT 31","1434","0","GERMISTON","Gauteng","2021-05-18 04:45:36","2021-05-18 04:45:36"
"12579","ROODEKOP EXT 21","1434","1430","GERMISTON","Gauteng","2021-05-18 04:45:37","2021-05-18 04:52:56"
"12580","ROODEKOP EXT 31","1434","0","GERMISTON","Gauteng","2021-05-18 04:45:37","2021-05-18 04:52:56"
"12581","ROODEKRANS","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:37","2021-05-18 04:45:37"
"12582","ROODEKRANS EXT 1","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:37","2021-05-18 04:45:37"
"12583","ROODEKRANS EXT 11","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:37","2021-05-18 04:45:37"
"12584","ROODEKRANS EXT 12","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:37","2021-05-18 04:45:37"
"12585","ROODEKRANS EXT 13","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:37","2021-05-18 04:45:37"
"12586","ROODEKRANS EXT 15","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:37","2021-05-18 04:45:37"
"12587","ROODEKRANS EXT 17","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:37","2021-05-18 04:45:37"
"12588","ROODEKRANS EXT 2","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:37","2021-05-18 04:45:37"
"12589","ROODEKRANS EXT 3","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:37","2021-05-18 04:45:37"
"12590","ROODEKRANS EXT 4","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:37","2021-05-18 04:45:37"
"12591","ROODEKRANS EXT 5","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:37","2021-05-18 04:45:37"
"12592","ROODEKRANS EXT 6","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:37","2021-05-18 04:45:37"
"12593","ROODEKRANS EXT 7","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:37","2021-05-18 04:45:37"
"12594","ROODEKRANS EXT 78","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:38","2021-05-18 04:45:38"
"12595","ROODEKRANS EXT 8","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:38","2021-05-18 04:45:38"
"12596","ROODEKRANS EXT 9","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:38","2021-05-18 04:45:38"
"12597","ROODEKRANS EXT 1","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:38","2021-05-18 04:52:56"
"12598","ROODEKRANS EXT 11","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:38","2021-05-18 04:52:56"
"12599","ROODEKRANS EXT 12","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:38","2021-05-18 04:52:56"
"12600","ROODEKRANS EXT 13","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:38","2021-05-18 04:52:56"
"12601","ROODEKRANS EXT 15","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:38","2021-05-18 04:52:56"
"12602","ROODEKRANS EXT 17","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:38","2021-05-18 04:52:56"
"12603","ROODEKRANS EXT 2","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:38","2021-05-18 04:52:56"
"12604","ROODEKRANS EXT 3","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:38","2021-05-18 04:52:56"
"12605","ROODEKRANS EXT 4","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:38","2021-05-18 04:52:56"
"12606","ROODEKRANS EXT 5","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:38","2021-05-18 04:52:56"
"12607","ROODEKRANS EXT 6","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:38","2021-05-18 04:52:56"
"12608","ROODEKRANS EXT 7","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:38","2021-05-18 04:52:57"
"12609","ROODEKRANS EXT 78","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:39","2021-05-18 04:52:57"
"12610","ROODEKRANS EXT 8","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:39","2021-05-18 04:52:57"
"12611","ROODEKRANS EXT 9","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:39","2021-05-18 04:52:57"
"12612","ROODEKRANS VIEW","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:39","2021-05-18 04:45:39"
"12613","ROODEPAN","8309","0","PESCODIA","Nothern Cape","2021-05-18 04:45:39","2021-05-18 04:45:39"
"12614","ROODEPOORT","1724","1725","ROODEPOORT","Gauteng","2021-05-18 04:45:39","2021-05-18 04:45:39"
"12615","ROODEPOORT EXT 1","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:39","2021-05-18 04:45:39"
"12616","ROODEPOORT NORTH","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:39","2021-05-18 04:45:39"
"12617","ROODEPOORT EXT 1","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:39","2021-05-18 04:52:57"
"12618","ROODEPOORT WEST","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:39","2021-05-18 04:45:39"
"12619","ROODEPOORT WEST EXT 1","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:39","2021-05-18 04:45:39"
"12620","ROODEPOORT WEST EXT 2","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:40","2021-05-18 04:45:40"
"12621","ROODEPOORT-NOORD","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:40","2021-05-18 04:45:40"
"12622","ROODEPOORT-WES","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:40","2021-05-18 04:45:40"
"12623","ROODEPOORT-WES EXT 1","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:40","2021-05-18 04:52:57"
"12624","ROODEPOORT-WES EXT 2","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:45:40","2021-05-18 04:52:57"
"12625","ROODEWAL","9300","0","BLOEMFONTEIN","Free State","2021-05-18 04:45:40","2021-05-18 04:45:40"
"12626","ROODIA","1911","0","VANDERBIJLPARK","Gauteng","2021-05-18 04:45:40","2021-05-18 04:45:40"
"12627","ROODTS GARDENS","1939","0","VEREENIGING","Gauteng","2021-05-18 04:45:40","2021-05-18 04:45:40"
"12628","ROODTSTUINE","1939","0","VEREENIGING","Gauteng","2021-05-18 04:45:40","2021-05-18 04:45:40"
"12629","ROOI ELS","0","7196","ROOI ELS","Western Cape","2021-05-18 04:45:40","2021-05-18 04:45:40"
"12630","ROOI RIVER","6466","0","UNIONDALE","Eastern Cape","2021-05-18 04:45:40","2021-05-18 04:45:40"
"12631","ROOIBERG","0","500","THABAZIMBI","Limpopo","2021-05-18 04:45:40","2021-05-18 04:45:40"
"12632","ROOIBOKKRAAL","0","384","THABAZIMBI","Limpopo","2021-05-18 04:45:40","2021-05-18 04:45:40"
"12633","ROOIBOKLAAGTE","0","1375","ROOIBOKLAAGTE","Mpumalanga","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12634","ROOIDAKKE","7160","0","GRABOUW","Western Cape","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12635","ROOIFONTEIN","0","8253","KAMIESKROON","Nothern Cape","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12636","ROOIFONTEIN","2745","0","MAFIKENG","North West Province","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12637","ROOIGROND","0","2743","LICHTENBURG","North West Province","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12638","ROOIHUISKRAAL","157","154","PRETORIA","Gauteng","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12639","ROOIHUISKRAAL EXT 1","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12640","ROOIHUISKRAAL EXT 10","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12641","ROOIHUISKRAAL EXT 17","157","0","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12642","ROOIHUISKRAAL EXT 18","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12643","ROOIHUISKRAAL EXT 19","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12644","ROOIHUISKRAAL EXT 20","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12645","ROOIHUISKRAAL EXT 3","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12646","ROOIHUISKRAAL EXT 6","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12647","ROOIHUISKRAAL EXT 7","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12648","ROOIHUISKRAAL EXT 8","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12649","ROOIHUISKRAAL EXT 9","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12650","ROOIHUISKRAAL NORTH","157","0","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12651","ROOIHUISKRAAL NORTH EXT 1","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:41","2021-05-18 04:45:41"
"12652","ROOIHUISKRAAL NORTH EXT 14","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:45:42"
"12653","ROOIHUISKRAAL NORTH EXT 16","157","0","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:45:42"
"12654","ROOIHUISKRAAL NORTH EXT 17","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:45:42"
"12655","ROOIHUISKRAAL NORTH EXT 19","157","0","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:45:42"
"12656","ROOIHUISKRAAL EXT 1","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:52:57"
"12657","ROOIHUISKRAAL EXT 10","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:52:57"
"12658","ROOIHUISKRAAL EXT 17","157","0","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:52:57"
"12659","ROOIHUISKRAAL EXT 18","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:52:57"
"12660","ROOIHUISKRAAL EXT 19","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:52:57"
"12661","ROOIHUISKRAAL EXT 20","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:52:57"
"12662","ROOIHUISKRAAL EXT 3","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:52:57"
"12663","ROOIHUISKRAAL EXT 6","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:52:58"
"12664","ROOIHUISKRAAL EXT 7","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:52:58"
"12665","ROOIHUISKRAAL EXT 8","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:52:58"
"12666","ROOIHUISKRAAL EXT 9","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:52:58"
"12667","ROOIHUISKRAAL-NOORD","157","0","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:45:42"
"12668","ROOIHUISKRAAL-NOORD EXT 1","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:42","2021-05-18 04:52:58"
"12669","ROOIHUISKRAAL-NOORD EXT 14","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:43","2021-05-18 04:52:58"
"12670","ROOIHUISKRAAL-NOORD EXT 16","157","0","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:43","2021-05-18 04:52:58"
"12671","ROOIHUISKRAAL-NOORD EXT 17","157","154","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:43","2021-05-18 04:52:58"
"12672","ROOIHUISKRAAL-NOORD EXT 19","157","0","ROOIHUISKRAAL","Gauteng","2021-05-18 04:45:43","2021-05-18 04:52:58"
"12673","ROOIPANVILLE","0","8745","KIMBERLEY","Nothern Cape","2021-05-18 04:45:43","2021-05-18 04:45:43"
"12674","ROOIRIVIER","6466","0","UNIONDALE","Eastern Cape","2021-05-18 04:45:43","2021-05-18 04:45:43"
"12675","ROOIRIVIERRIF","6529","0","GEORGE","Western Cape","2021-05-18 04:45:43","2021-05-18 04:45:43"
"12676","ROOISAND","0","8860","KEIMOES","Nothern Cape","2021-05-18 04:45:43","2021-05-18 04:45:43"
"12677","ROOIWAL","0","120","PYRAMID","Gauteng","2021-05-18 04:45:43","2021-05-18 04:45:43"
"12678","ROOKDALE","0","3351","BERGVILLE","Kwazulu Natal","2021-05-18 04:45:43","2021-05-18 04:45:43"
"12679","ROOMSEKAMP","8145","0","KLAWER","Nothern Cape","2021-05-18 04:45:43","2021-05-18 04:45:43"
"12680","ROOSENDAL","7100","0","DELFT","Western Cape","2021-05-18 04:45:43","2021-05-18 04:45:43"
"12681","ROOSEVELT PARK","2195","2129","JOHANNESBURG","Gauteng","2021-05-18 04:45:43","2021-05-18 04:45:43"
"12682","ROOSEVELT PARK EXT","2195","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:43","2021-05-18 04:45:43"
"12683","ROOSEVELT PARK EXT 1","2195","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:43","2021-05-18 04:45:43"
"12684","ROOSEVELT PARK EXT","2195","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:43","2021-05-18 04:52:58"
"12685","ROOSEVELT PARK EXT 1","2195","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:44","2021-05-18 04:52:58"
"12686","ROOSHEUWEL","2571","0","KLERKSDORP","North West Province","2021-05-18 04:45:44","2021-05-18 04:45:44"
"12687","ROOSPARK","0","2021","JOHANNESBURG","Gauteng","2021-05-18 04:45:44","2021-05-18 04:45:44"
"12688","ROOSSENEKAL","0","1066","MIDDELBURG","Mpumalanga","2021-05-18 04:45:44","2021-05-18 04:45:44"
"12689","RORKE'S DRIFT","0","3016","DUNDEE","Kwazulu Natal","2021-05-18 04:45:44","2021-05-18 04:45:44"
"12690","ROSASHOF HOEWE","1911","0","VANDERBIJLPARK","Gauteng","2021-05-18 04:45:44","2021-05-18 04:45:44"
"12691","ROSE PARK","3370","0","LADYSMITH","Kwazulu Natal","2021-05-18 04:45:44","2021-05-18 04:45:44"
"12692","ROSEACRE","2197","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:44","2021-05-18 04:45:44"
"12693","ROSEACRE EXT 2","2197","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:44","2021-05-18 04:45:44"
"12694","ROSEACRE EXT 3","2197","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:44","2021-05-18 04:45:44"
"12695","ROSEACRE EXT 4","2197","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:44","2021-05-18 04:45:44"
